Type,Text,URL
Text,Position Vacancies,
Text,Salary Schedule (PDF),
Text,Employee Benefits,
Text,Paid Holidays,
Text,Employee Handbook (PDF),
Text,BENCOR Special Pay Plan (PDF),
Text,Social Security Collection and Usage,
Text,Affordable Care Act Notice (PDF),
Text,Social Security Disclosure Summary (PDF),
Text,Tobacco-Free CollegeBecome Tobacco-Free,
Text,Become Tobacco-Free,
Text,Drug-Free Workplace & Campuses,
Text,Technology Usage Acknowledgement (PDF),
Text,Employee Safety Manual (PDF),
Text,SFSC’s Annual Security and Fire Safety Report (PDF),
Text,CalendarsAcademic Calendar 2024-2025,
Text,Academic Calendar 2024-2025,
Text,News,
Text,Social Media,
Text,Honoring Our Retirees2020sPast PresidentsEmeritiRetiree Events,
Text,2020s,
Text,Past Presidents,
Text,Emeriti,
Text,Retiree Events,
Text,Celebrating Our Trustees1960s1970s1980s1990s2000s2010s2020s,
Text,1960s,
Text,1970s,
Text,1980s,
Text,1990s,
Text,2000s,
Text,2010s,
Text,2020s,
Text,Future StudentsStart HereMake Smart College ChoicesSFSC Contact ListSend Me InfoPanther PATHwaysDegrees & ProgramsApplyFlorida Resident Declaration Form FRD-1Survival GuidesResidency Reclassification Appeal ProcessSteps to EnrollmentTransfer CreditTuition and FeesAdmissionsAdmissions Office FormsEnrollment Degree VerificationTranscriptsContact Admissions/Registrar OfficeOrientationTextbook AffordabilityRapid CredentialingVeteransAdditional Links & ResourcesApplication ProcessContact InformationFinancial AidMonthly Attendance VerificationVeterans Aid FAQsDual EnrollmentDual Enrollment Parent and Student HandbookEarly College ProgramDegree MapsBusiness Degree MapElementary Education MapEngineering MapHealth Sciences MapLiberal Arts MapHighlands Career Institute at SFSCProgramsLearning EnvironmentSupport ServicesHelpful LinksHSCB Highlands Career Institute WebsiteCourse Equivalency ListDual Enrollment ResourcesFlorida Statute 1007.271 Dual EnrollmentFlorida Statute 1007.273 Early College ProgramHonors ProgramGeneral Educational Development Program (GED)Adult Education SurveyEnglish for Speakers of Other Languages (ESOL)ESOL Admission Requirements (English)Requisitos para ESOL (Spanish)Adult Education SurveyAthleticsFinancial Aid and ScholarshipsAdvising & Counseling CenterTesting CenterStudent Housing2025-26 Housing2025-26 Housing Application2025-26 Student Housing Agreement2025-26 Student Housing Rates2025-26 Student Resident Handbook2025-26 Student Housing CalendarHousing Credit/Debit Form,
Text,Start HereMake Smart College Choices,
Text,Make Smart College Choices,
Text,SFSC Contact List,
Text,Send Me Info,
Text,Panther PATHways,
Text,Degrees & Programs,
Text,ApplyFlorida Resident Declaration Form FRD-1Survival GuidesResidency Reclassification Appeal ProcessSteps to EnrollmentTransfer CreditTuition and Fees,
Text,Florida Resident Declaration Form FRD-1,
Text,Survival Guides,
Text,Residency Reclassification Appeal Process,
Text,Steps to Enrollment,
Text,Transfer Credit,
Text,Tuition and Fees,
Text,AdmissionsAdmissions Office FormsEnrollment Degree VerificationTranscriptsContact Admissions/Registrar Office,
Text,Admissions Office Forms,
Text,Enrollment Degree Verification,
Text,Transcripts,
Text,Contact Admissions/Registrar Office,
Text,Orientation,
Text,Textbook Affordability,
Text,Rapid Credentialing,
Text,VeteransAdditional Links & ResourcesApplication ProcessContact InformationFinancial AidMonthly Attendance VerificationVeterans Aid FAQs,
Text,Additional Links & Resources,
Text,Application Process,
Text,Contact Information,
Text,Financial Aid,
Text,Monthly Attendance Verification,
Text,Veterans Aid FAQs,
Text,Dual EnrollmentDual Enrollment Parent and Student HandbookEarly College ProgramDegree MapsBusiness Degree MapElementary Education MapEngineering MapHealth Sciences MapLiberal Arts MapHighlands Career Institute at SFSCProgramsLearning EnvironmentSupport ServicesHelpful LinksHSCB Highlands Career Institute WebsiteCourse Equivalency ListDual Enrollment ResourcesFlorida Statute 1007.271 Dual EnrollmentFlorida Statute 1007.273 Early College Program,
Text,Dual Enrollment Parent and Student Handbook,
Text,Early College ProgramDegree MapsBusiness Degree MapElementary Education MapEngineering MapHealth Sciences MapLiberal Arts Map,
Text,Degree MapsBusiness Degree MapElementary Education MapEngineering MapHealth Sciences MapLiberal Arts Map,
Text,Business Degree Map,
Text,Elementary Education Map,
Text,Engineering Map,
Text,Health Sciences Map,
Text,Liberal Arts Map,
Text,Highlands Career Institute at SFSCProgramsLearning EnvironmentSupport ServicesHelpful LinksHSCB Highlands Career Institute Website,
Text,Programs,
Text,Learning Environment,
Text,Support Services,
Text,Helpful Links,
Text,HSCB Highlands Career Institute Website,
Text,Course Equivalency List,
Text,Dual Enrollment ResourcesFlorida Statute 1007.271 Dual EnrollmentFlorida Statute 1007.273 Early College Program,
Text,Florida Statute 1007.271 Dual Enrollment,
Text,Florida Statute 1007.273 Early College Program,
Text,Honors Program,
Text,General Educational Development Program (GED)Adult Education Survey,
Text,Adult Education Survey,
Text,English for Speakers of Other Languages (ESOL)ESOL Admission Requirements (English)Requisitos para ESOL (Spanish)Adult Education Survey,
Text,ESOL Admission Requirements (English),
Text,Requisitos para ESOL (Spanish),
Text,Adult Education Survey,
Text,Athletics,
Text,Financial Aid and Scholarships,
Text,Advising & Counseling Center,
Text,Testing Center,
Text,Student Housing2025-26 Housing2025-26 Housing Application2025-26 Student Housing Agreement2025-26 Student Housing Rates2025-26 Student Resident Handbook2025-26 Student Housing CalendarHousing Credit/Debit Form,
Text,2025-26 Housing2025-26 Housing Application2025-26 Student Housing Agreement2025-26 Student Housing Rates2025-26 Student Resident Handbook2025-26 Student Housing CalendarHousing Credit/Debit Form,
Text,2025-26 Housing Application,
Text,2025-26 Student Housing Agreement,
Text,2025-26 Student Housing Rates,
Text,2025-26 Student Resident Handbook,
Text,2025-26 Student Housing Calendar,
Text,Housing Credit/Debit Form,
Text,"Current StudentsStudent HubPanther CentralDegrees & ProgramsAcademicsAssociate in Arts – AAAssociate in Arts DegreeArts and Sciences DepartmentsDegree Maps by MajorBiologyComputer ScienceUSF FUSE Transfer ProgramAccountingAccounting Technology – ASAccounting Applications – CCCAutomotiveAuto Service Technology – CCAuto Collision Technology Technician – CCBusinessBachelor of Applied Science in Supervision and Management (BAS-SM)Degree PlanBusiness Administration – ASBusiness Management – CCCCosmetologyCosmetology – CCCriminal Justice AcademyCriminal Justice Technology – ASCriminal Justice Training CalendarConcealed Weapons PermitLaw Enforcement Auxiliary Officer – CCLaw Enforcement to Correctional – CCFlorida Law Enforcement Academy- CCCorrectional Officer – CCCorrectional to Law EnforcementElectricityElectrical Apprenticeship ProgramElectrical Lineworker – CCElectronicsBiomedical Equipment Technician – ASComputer Engineering Technology – ASEmergency Medical ServicesEmergency Medical Services – ASEmergency Medical Technician (Basic)Admission Process (EMT)EMT FAQsParamedic – CCCAdmission Process (Paramedic)Paramedic FAQsEMS ContactsFire ScienceFire Science Technology – ASMinimum Standards Application ProcessFire Science FAQsFire Science ContactsHeating, Ventilation, Air-Conditioning/Refrigeration (HVAC/R)Heating, Ventilation, Air Conditioning/Refrigeration (HVAC/R) – CCCommercial Air Conditioning – APPHonors ProgramApplicationAdmission/Graduation RequirementsCoursesHonors ScholarshipsService LearningFacultyHospitalityProfessional Culinary Arts and Hospitality – CCIndustrial Management Technology – ASInformation TechnologyComputer Programming and Analysis – ASNetwork Systems Technology – ASComputer Programming – CCCNetwork Security – CCCMechatronicsAdvanced Manufacturing and Production Technology – CCEngineering Technology – ASPneumatics, Hydraulics, and Motors for Manufacturing – CCCMechatronics College Credit CertificatesMechatronics ContactsOffice Administration and ManagementOffice Management – CCCAdministrative Office Specialist – CCOffice Administration – ASSpecial ProgramsAdult EducationCorporate EducationAllied HealthBusiness and Professional DevelopmentComputer WorkshopsCommercial Vehicle DrivingPublic Services WorkshopsTechnical and Industrial EducationOnline ClassesReal Estate Online CoursesInsurance Agent Online CoursesRegisterAccelerated Career Training OnlineLeadership HighlandsSTEM ProgramsWhat is STEM?How to EnrollSTEMQuestPrograms of Study (PDF)Student Support ResourcesCareerSource HeartlandFitness CenterSyllabi for General Education CoursesCollege CatalogStudent HandbookClass SchedulesAdvising & CounselingTransfer StudentSurvival Skills 101Services for Students With DisabilitiesAdmissions FAQsContact Advising & CounselingLinks to Other UniversitiesDistance LearningDistance Learning OptionsEducational Technology ServicesBrightspaceBrightspace TutorialsMobile AppOnline Student Complaint ProcessCopyright InformationTransfer OpportunitiesFinancial Aid and ScholarshipsContact Financial AidEligibilityFinancial Aid FAQsFinancial Aid FormsFinancial Need CalculationGrantsLoansFederal Direct PLUS LoansFederal Direct Subsidized/Unsubsidized LoansPrivate Education Student LoansScholarship SourcesWork-StudyCashierTuition and FeesTuition Installment PlanGraduationGED GraduationFlorida Civic Literacy Exam (FCLE)Student Speaker for CommencementSFSC BookstoreRequest a TranscriptLibraryLibrary: Highlands CampusUser Name and PasswordLibrary: DeSoto CampusLibrary: Hardee CampusLibrary: Lake Placid CenterLibrary ServicesLibrary StaffLibrary Workshops and EventsResearch GuidesBook Study RoomsSchedule Appointment w/ LibrarianGet Help: Ask-A-LibrarianTesting and Assessment CenterFlorida Civic Literacy Exam (FCLE)Exam FeesPolicies & ProceduresAccuplacerATI TEAS Nursing Admission ExamScantronCollege Level Examination Program (CLEP)Distance LearningInstructor Authorized ExamsPearson VuePostsecondary Education Readiness Test (PERT)Test of Adult Basic Education (TABE)Highlands Campus (Avon Park) InformationClubs & ActivitiesStudent Government AssociationConstitutionSGA FormsYour SGA OfficersAfrican American AssociationAmerican Dental HygienistsArt ClubBasketball ClubCollege DemocratsCollege RepublicansCommunications ClubDental Students AssociationDeSoto Campus AmbassadorsHardee Campus AmbassadorsJac PacLatin Student OrganizationPhi Beta LambdaPhi Theta KappaRadiography ClubRotaractSoccer ClubStudent Nurses AssociationStudent Practical NursesBlackboard ConnectMoney-Back Guarantee",
Text,Student Hub,
Text,Panther Central,
Text,"Degrees & ProgramsAcademicsAssociate in Arts – AAAssociate in Arts DegreeArts and Sciences DepartmentsDegree Maps by MajorBiologyComputer ScienceUSF FUSE Transfer ProgramAccountingAccounting Technology – ASAccounting Applications – CCCAutomotiveAuto Service Technology – CCAuto Collision Technology Technician – CCBusinessBachelor of Applied Science in Supervision and Management (BAS-SM)Degree PlanBusiness Administration – ASBusiness Management – CCCCosmetologyCosmetology – CCCriminal Justice AcademyCriminal Justice Technology – ASCriminal Justice Training CalendarConcealed Weapons PermitLaw Enforcement Auxiliary Officer – CCLaw Enforcement to Correctional – CCFlorida Law Enforcement Academy- CCCorrectional Officer – CCCorrectional to Law EnforcementElectricityElectrical Apprenticeship ProgramElectrical Lineworker – CCElectronicsBiomedical Equipment Technician – ASComputer Engineering Technology – ASEmergency Medical ServicesEmergency Medical Services – ASEmergency Medical Technician (Basic)Admission Process (EMT)EMT FAQsParamedic – CCCAdmission Process (Paramedic)Paramedic FAQsEMS ContactsFire ScienceFire Science Technology – ASMinimum Standards Application ProcessFire Science FAQsFire Science ContactsHeating, Ventilation, Air-Conditioning/Refrigeration (HVAC/R)Heating, Ventilation, Air Conditioning/Refrigeration (HVAC/R) – CCCommercial Air Conditioning – APPHonors ProgramApplicationAdmission/Graduation RequirementsCoursesHonors ScholarshipsService LearningFacultyHospitalityProfessional Culinary Arts and Hospitality – CCIndustrial Management Technology – ASInformation TechnologyComputer Programming and Analysis – ASNetwork Systems Technology – ASComputer Programming – CCCNetwork Security – CCCMechatronicsAdvanced Manufacturing and Production Technology – CCEngineering Technology – ASPneumatics, Hydraulics, and Motors for Manufacturing – CCCMechatronics College Credit CertificatesMechatronics ContactsOffice Administration and ManagementOffice Management – CCCAdministrative Office Specialist – CCOffice Administration – ASSpecial ProgramsAdult EducationCorporate EducationAllied HealthBusiness and Professional DevelopmentComputer WorkshopsCommercial Vehicle DrivingPublic Services WorkshopsTechnical and Industrial EducationOnline ClassesReal Estate Online CoursesInsurance Agent Online CoursesRegisterAccelerated Career Training OnlineLeadership HighlandsSTEM ProgramsWhat is STEM?How to EnrollSTEMQuestPrograms of Study (PDF)",
Text,"AcademicsAssociate in Arts – AAAssociate in Arts DegreeArts and Sciences DepartmentsDegree Maps by MajorBiologyComputer ScienceUSF FUSE Transfer ProgramAccountingAccounting Technology – ASAccounting Applications – CCCAutomotiveAuto Service Technology – CCAuto Collision Technology Technician – CCBusinessBachelor of Applied Science in Supervision and Management (BAS-SM)Degree PlanBusiness Administration – ASBusiness Management – CCCCosmetologyCosmetology – CCCriminal Justice AcademyCriminal Justice Technology – ASCriminal Justice Training CalendarConcealed Weapons PermitLaw Enforcement Auxiliary Officer – CCLaw Enforcement to Correctional – CCFlorida Law Enforcement Academy- CCCorrectional Officer – CCCorrectional to Law EnforcementElectricityElectrical Apprenticeship ProgramElectrical Lineworker – CCElectronicsBiomedical Equipment Technician – ASComputer Engineering Technology – ASEmergency Medical ServicesEmergency Medical Services – ASEmergency Medical Technician (Basic)Admission Process (EMT)EMT FAQsParamedic – CCCAdmission Process (Paramedic)Paramedic FAQsEMS ContactsFire ScienceFire Science Technology – ASMinimum Standards Application ProcessFire Science FAQsFire Science ContactsHeating, Ventilation, Air-Conditioning/Refrigeration (HVAC/R)Heating, Ventilation, Air Conditioning/Refrigeration (HVAC/R) – CCCommercial Air Conditioning – APPHonors ProgramApplicationAdmission/Graduation RequirementsCoursesHonors ScholarshipsService LearningFacultyHospitalityProfessional Culinary Arts and Hospitality – CCIndustrial Management Technology – ASInformation TechnologyComputer Programming and Analysis – ASNetwork Systems Technology – ASComputer Programming – CCCNetwork Security – CCCMechatronicsAdvanced Manufacturing and Production Technology – CCEngineering Technology – ASPneumatics, Hydraulics, and Motors for Manufacturing – CCCMechatronics College Credit CertificatesMechatronics ContactsOffice Administration and ManagementOffice Management – CCCAdministrative Office Specialist – CCOffice Administration – AS",
Text,Associate in Arts – AAAssociate in Arts DegreeArts and Sciences DepartmentsDegree Maps by MajorBiologyComputer ScienceUSF FUSE Transfer Program,
Text,Associate in Arts Degree,
Text,Arts and Sciences Departments,
Text,Degree Maps by MajorBiologyComputer Science,
Text,Biology,
Text,Computer Science,
Text,USF FUSE Transfer Program,
Text,AccountingAccounting Technology – ASAccounting Applications – CCC,
Text,Accounting Technology – AS,
Text,Accounting Applications – CCC,
Text,AutomotiveAuto Service Technology – CCAuto Collision Technology Technician – CC,
Text,Auto Service Technology – CC,
Text,Auto Collision Technology Technician – CC,
Text,BusinessBachelor of Applied Science in Supervision and Management (BAS-SM)Degree PlanBusiness Administration – ASBusiness Management – CCC,
Text,Bachelor of Applied Science in Supervision and Management (BAS-SM)Degree Plan,
Text,Degree Plan,
Text,Business Administration – AS,
Text,Business Management – CCC,
Text,CosmetologyCosmetology – CC,
Text,Cosmetology – CC,
Text,Criminal Justice AcademyCriminal Justice Technology – ASCriminal Justice Training CalendarConcealed Weapons PermitLaw Enforcement Auxiliary Officer – CCLaw Enforcement to Correctional – CCFlorida Law Enforcement Academy- CCCorrectional Officer – CCCorrectional to Law Enforcement,
Text,Criminal Justice Technology – AS,
Text,Criminal Justice Training CalendarConcealed Weapons Permit,
Text,Concealed Weapons Permit,
Text,Law Enforcement Auxiliary Officer – CC,
Text,Law Enforcement to Correctional – CC,
Text,Florida Law Enforcement Academy- CC,
Text,Correctional Officer – CCCorrectional to Law Enforcement,
Text,Correctional to Law Enforcement,
Text,ElectricityElectrical Apprenticeship ProgramElectrical Lineworker – CC,
Text,Electrical Apprenticeship Program,
Text,Electrical Lineworker – CC,
Text,ElectronicsBiomedical Equipment Technician – ASComputer Engineering Technology – AS,
Text,Biomedical Equipment Technician – AS,
Text,Computer Engineering Technology – AS,
Text,Emergency Medical ServicesEmergency Medical Services – ASEmergency Medical Technician (Basic)Admission Process (EMT)EMT FAQsParamedic – CCCAdmission Process (Paramedic)Paramedic FAQsEMS Contacts,
Text,Emergency Medical Services – AS,
Text,Emergency Medical Technician (Basic)Admission Process (EMT)EMT FAQs,
Text,Admission Process (EMT),
Text,EMT FAQs,
Text,Paramedic – CCCAdmission Process (Paramedic)Paramedic FAQs,
Text,Admission Process (Paramedic),
Text,Paramedic FAQs,
Text,EMS Contacts,
Text,Fire ScienceFire Science Technology – ASMinimum Standards Application ProcessFire Science FAQsFire Science Contacts,
Text,Fire Science Technology – AS,
Text,Minimum Standards Application Process,
Text,Fire Science FAQs,
Text,Fire Science Contacts,
Text,"Heating, Ventilation, Air-Conditioning/Refrigeration (HVAC/R)Heating, Ventilation, Air Conditioning/Refrigeration (HVAC/R) – CCCommercial Air Conditioning – APP",
Text,"Heating, Ventilation, Air Conditioning/Refrigeration (HVAC/R) – CC",
Text,Commercial Air Conditioning – APP,
Text,Honors ProgramApplicationAdmission/Graduation RequirementsCoursesHonors ScholarshipsService LearningFaculty,
Text,Application,
Text,Admission/Graduation Requirements,
Text,Courses,
Text,Honors Scholarships,
Text,Service Learning,
Text,Faculty,
Text,HospitalityProfessional Culinary Arts and Hospitality – CC,
Text,Professional Culinary Arts and Hospitality – CC,
Text,Industrial Management Technology – AS,
Text,Information TechnologyComputer Programming and Analysis – ASNetwork Systems Technology – ASComputer Programming – CCCNetwork Security – CCC,
Text,Computer Programming and Analysis – AS,
Text,Network Systems Technology – AS,
Text,Computer Programming – CCC,
Text,Network Security – CCC,
Text,"MechatronicsAdvanced Manufacturing and Production Technology – CCEngineering Technology – ASPneumatics, Hydraulics, and Motors for Manufacturing – CCCMechatronics College Credit CertificatesMechatronics Contacts",
Text,Advanced Manufacturing and Production Technology – CC,
Text,Engineering Technology – AS,
Text,"Pneumatics, Hydraulics, and Motors for Manufacturing – CCC",
Text,Mechatronics College Credit Certificates,
Text,Mechatronics Contacts,
Text,Office Administration and ManagementOffice Management – CCCAdministrative Office Specialist – CCOffice Administration – AS,
Text,Office Management – CCC,
Text,Administrative Office Specialist – CC,
Text,Office Administration – AS,
Text,Special ProgramsAdult EducationCorporate EducationAllied HealthBusiness and Professional DevelopmentComputer WorkshopsCommercial Vehicle DrivingPublic Services WorkshopsTechnical and Industrial EducationOnline ClassesReal Estate Online CoursesInsurance Agent Online CoursesRegisterAccelerated Career Training OnlineLeadership HighlandsSTEM ProgramsWhat is STEM?How to EnrollSTEMQuest,
Text,Adult Education,
Text,Corporate EducationAllied HealthBusiness and Professional DevelopmentComputer WorkshopsCommercial Vehicle DrivingPublic Services WorkshopsTechnical and Industrial EducationOnline ClassesReal Estate Online CoursesInsurance Agent Online CoursesRegisterAccelerated Career Training Online,
Text,Allied Health,
Text,Business and Professional Development,
Text,Computer Workshops,
Text,Commercial Vehicle Driving,
Text,Public Services Workshops,
Text,Technical and Industrial Education,
Text,Online Classes,
Text,Real Estate Online Courses,
Text,Insurance Agent Online Courses,
Text,Register,
Text,Accelerated Career Training Online,
Text,Leadership Highlands,
Text,STEM ProgramsWhat is STEM?How to Enroll,
Text,What is STEM?,
Text,How to Enroll,
Text,STEMQuest,
Text,Programs of Study (PDF),
Text,Student Support ResourcesCareerSource HeartlandFitness Center,
Text,CareerSource Heartland,
Text,Fitness Center,
Text,Syllabi for General Education Courses,
Text,College Catalog,
Text,Student Handbook,
Text,Class Schedules,
Text,Advising & CounselingTransfer StudentSurvival Skills 101Services for Students With DisabilitiesAdmissions FAQsContact Advising & CounselingLinks to Other Universities,
Text,Transfer Student,
Text,Survival Skills 101,
Text,Services for Students With Disabilities,
Text,Admissions FAQs,
Text,Contact Advising & Counseling,
Text,Links to Other Universities,
Text,Distance LearningDistance Learning OptionsEducational Technology ServicesBrightspaceBrightspace TutorialsMobile AppOnline Student Complaint ProcessCopyright Information,
Text,Distance Learning Options,
Text,Educational Technology Services,
Text,Brightspace,
Text,Brightspace Tutorials,
Text,Mobile App,
Text,Online Student Complaint Process,
Text,Copyright Information,
Text,Transfer Opportunities,
Text,Financial Aid and ScholarshipsContact Financial AidEligibilityFinancial Aid FAQsFinancial Aid FormsFinancial Need CalculationGrantsLoansFederal Direct PLUS LoansFederal Direct Subsidized/Unsubsidized LoansPrivate Education Student LoansScholarship SourcesWork-Study,
Text,Contact Financial Aid,
Text,Eligibility,
Text,Financial Aid FAQs,
Text,Financial Aid Forms,
Text,Financial Need Calculation,
Text,Grants,
Text,LoansFederal Direct PLUS LoansFederal Direct Subsidized/Unsubsidized LoansPrivate Education Student Loans,
Text,Federal Direct PLUS Loans,
Text,Federal Direct Subsidized/Unsubsidized Loans,
Text,Private Education Student Loans,
Text,Scholarship Sources,
Text,Work-Study,
Text,CashierTuition and FeesTuition Installment Plan,
Text,Tuition and Fees,
Text,Tuition Installment Plan,
Text,GraduationGED GraduationFlorida Civic Literacy Exam (FCLE)Student Speaker for Commencement,
Text,GED Graduation,
Text,Florida Civic Literacy Exam (FCLE),
Text,Student Speaker for Commencement,
Text,SFSC Bookstore,
Text,Request a Transcript,
Text,LibraryLibrary: Highlands CampusUser Name and PasswordLibrary: DeSoto CampusLibrary: Hardee CampusLibrary: Lake Placid CenterLibrary ServicesLibrary StaffLibrary Workshops and EventsResearch GuidesBook Study RoomsSchedule Appointment w/ LibrarianGet Help: Ask-A-Librarian,
Text,Library: Highlands Campus,
Text,User Name and Password,
Text,Library: DeSoto Campus,
Text,Library: Hardee Campus,
Text,Library: Lake Placid Center,
Text,Library Services,
Text,Library Staff,
Text,Library Workshops and Events,
Text,Research Guides,
Text,Book Study Rooms,
Text,Schedule Appointment w/ Librarian,
Text,Get Help: Ask-A-Librarian,
Text,Testing and Assessment CenterFlorida Civic Literacy Exam (FCLE)Exam FeesPolicies & ProceduresAccuplacerATI TEAS Nursing Admission ExamScantronCollege Level Examination Program (CLEP)Distance LearningInstructor Authorized ExamsPearson VuePostsecondary Education Readiness Test (PERT)Test of Adult Basic Education (TABE)Highlands Campus (Avon Park) Information,
Text,Florida Civic Literacy Exam (FCLE),
Text,Exam Fees,
Text,Policies & Procedures,
Text,Accuplacer,
Text,ATI TEAS Nursing Admission Exam,
Text,Scantron,
Text,College Level Examination Program (CLEP),
Text,Distance Learning,
Text,Instructor Authorized Exams,
Text,Pearson Vue,
Text,Postsecondary Education Readiness Test (PERT),
Text,Test of Adult Basic Education (TABE),
Text,Highlands Campus (Avon Park) Information,
Text,Clubs & ActivitiesStudent Government AssociationConstitutionSGA FormsYour SGA OfficersAfrican American AssociationAmerican Dental HygienistsArt ClubBasketball ClubCollege DemocratsCollege RepublicansCommunications ClubDental Students AssociationDeSoto Campus AmbassadorsHardee Campus AmbassadorsJac PacLatin Student OrganizationPhi Beta LambdaPhi Theta KappaRadiography ClubRotaractSoccer ClubStudent Nurses AssociationStudent Practical Nurses,
Text,Student Government AssociationConstitutionSGA FormsYour SGA Officers,
Text,Constitution,
Text,SGA Forms,
Text,Your SGA Officers,
Text,African American Association,
Text,American Dental Hygienists,
Text,Art Club,
Text,Basketball Club,
Text,College Democrats,
Text,College Republicans,
Text,Communications Club,
Text,Dental Students Association,
Text,DeSoto Campus Ambassadors,
Text,Hardee Campus Ambassadors,
Text,Jac Pac,
Text,Latin Student Organization,
Text,Phi Beta Lambda,
Text,Phi Theta Kappa,
Text,Radiography Club,
Text,Rotaract,
Text,Soccer Club,
Text,Student Nurses Association,
Text,Student Practical Nurses,
Text,Blackboard Connect,
Text,Money-Back Guarantee,
Text,CommunityCommunity HubTitle IX Sexual Harassment and DiscriminationTitle IX HomeReport an IncidentMeet SFSC’s Title IX EA/EO CoordinatorsSexual Violence Reduction TipsTitle IX ResourcesOffice for Civil RightsEqual Access/Equal Opportunity StatementEqual Access/Equal Opportunity Statement (en Español)AlumniAlumni Council and Founders SocietyAlumni SpotlightBenefits of MembershipLifetime Alumni MembersRequest a TranscriptGive Back. Get Involved.Panther Impact TeamAthleticsBaseballBaseball Coach’s CornerBaseball RosterBaseball CampsBaseball Schedule and ResultsCross CountryCross Country Coach’s CornerCross Country RosterCross Country Schedule and ResultsSoftballSoftball Coach’s CornerSoftball RosterSoftball CampsSoftball Schedule and ResultsVolleyballVolleyball Schedule and ResultsCamps and TryoutsVolleyball Coach’s CornerVolleyball RosterPerforming ArtsSFSC Museum of Florida Art and CultureCommunity EducationDriver EducationHeartland GamesLifetime Learners InstituteParent Education and Family StabilizationEd2Go Online ClassesCorporate EducationFlorida SBDC at USFPost a JobVolunteer OpportunitiesWildstein Center for the Performing ArtsMuseum of Florida Art & CultureServices for the CommunityCareer Development CenterCosmetology ClinicDental Hygiene ClinicClinic PoliciesCost for ServicesPatient RightsStandards of CareTreatment Consent FormInstitutional Review Board (IRB)Doing Business with SFSCBusiness OfficeFacilitiesGeneral InformationRelated LinksPurchasingActive BidsBid ResultsDiningHotel Jacaranda,
Text,Community Hub,
Text,Title IX Sexual Harassment and DiscriminationTitle IX HomeReport an IncidentMeet SFSC’s Title IX EA/EO CoordinatorsSexual Violence Reduction TipsTitle IX ResourcesOffice for Civil RightsEqual Access/Equal Opportunity StatementEqual Access/Equal Opportunity Statement (en Español),
Text,Title IX Home,
Text,Report an Incident,
Text,Meet SFSC’s Title IX EA/EO Coordinators,
Text,Sexual Violence Reduction Tips,
Text,Title IX Resources,
Text,Office for Civil Rights,
Text,Equal Access/Equal Opportunity Statement,
Text,Equal Access/Equal Opportunity Statement (en Español),
Text,AlumniAlumni Council and Founders SocietyAlumni SpotlightBenefits of MembershipLifetime Alumni MembersRequest a TranscriptGive Back. Get Involved.,
Text,Alumni Council and Founders Society,
Text,Alumni Spotlight,
Text,Benefits of MembershipLifetime Alumni Members,
Text,Lifetime Alumni Members,
Text,Request a Transcript,
Text,Give Back. Get Involved.,
Text,Panther Impact Team,
Text,AthleticsBaseballBaseball Coach’s CornerBaseball RosterBaseball CampsBaseball Schedule and ResultsCross CountryCross Country Coach’s CornerCross Country RosterCross Country Schedule and ResultsSoftballSoftball Coach’s CornerSoftball RosterSoftball CampsSoftball Schedule and ResultsVolleyballVolleyball Schedule and ResultsCamps and TryoutsVolleyball Coach’s CornerVolleyball Roster,
Text,BaseballBaseball Coach’s CornerBaseball RosterBaseball CampsBaseball Schedule and Results,
Text,Baseball Coach’s Corner,
Text,Baseball Roster,
Text,Baseball Camps,
Text,Baseball Schedule and Results,
Text,Cross CountryCross Country Coach’s CornerCross Country RosterCross Country Schedule and Results,
Text,Cross Country Coach’s Corner,
Text,Cross Country Roster,
Text,Cross Country Schedule and Results,
Text,SoftballSoftball Coach’s CornerSoftball RosterSoftball CampsSoftball Schedule and Results,
Text,Softball Coach’s Corner,
Text,Softball Roster,
Text,Softball Camps,
Text,Softball Schedule and Results,
Text,VolleyballVolleyball Schedule and ResultsCamps and TryoutsVolleyball Coach’s CornerVolleyball Roster,
Text,Volleyball Schedule and Results,
Text,Camps and Tryouts,
Text,Volleyball Coach’s Corner,
Text,Volleyball Roster,
Text,Performing Arts,
Text,SFSC Museum of Florida Art and Culture,
Text,Community EducationDriver EducationHeartland GamesLifetime Learners InstituteParent Education and Family StabilizationEd2Go Online Classes,
Text,Driver Education,
Text,Heartland Games,
Text,Lifetime Learners Institute,
Text,Parent Education and Family Stabilization,
Text,Ed2Go Online Classes,
Text,Corporate Education,
Text,Florida SBDC at USF,
Text,Post a Job,
Text,Volunteer OpportunitiesWildstein Center for the Performing ArtsMuseum of Florida Art & Culture,
Text,Wildstein Center for the Performing Arts,
Text,Museum of Florida Art & Culture,
Text,Services for the CommunityCareer Development CenterCosmetology ClinicDental Hygiene ClinicClinic PoliciesCost for ServicesPatient RightsStandards of CareTreatment Consent Form,
Text,Career Development Center,
Text,Cosmetology Clinic,
Text,Dental Hygiene ClinicClinic PoliciesCost for ServicesPatient RightsStandards of CareTreatment Consent Form,
Text,Clinic Policies,
Text,Cost for Services,
Text,Patient Rights,
Text,Standards of Care,
Text,Treatment Consent Form,
Text,Institutional Review Board (IRB),
Text,Doing Business with SFSCBusiness OfficeFacilitiesGeneral InformationRelated LinksPurchasingActive BidsBid Results,
Text,Business Office,
Text,FacilitiesGeneral InformationRelated Links,
Text,General Information,
